Molecule ChEMBL ID,Standard Value,Smiles,Source Description,Assay Description,Assay Type,Assay Organism,Assay Tissue Name,Document Journal,Document Year,Target Name,Standard Type,Standard Units,pChEMBL Value,Molecular Weight,AlogP
CHEMBL100346,10000.0,CCCn1c(=O)c2c(nnn2C2CCCC2)n(CCC)c1=O,Scientific Literature,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,Bos taurus,Brain,J Med Chem,1994.0,Adenosine A2a receptor,Ki,nM,5.0,305.38,1.69
CHEMBL32112,1000.0,CCCn1c(=O)c2nc(-c3cc(NC(=O)[C@H](C)c4ccccc4)nn3C)[nH]c2n(CCC)c1=O,Scientific Literature,Binding affinity of compound for displacement of specific [3H]ZM-241385 binding at human adenosine A2A receptor expressed in CHO cells,B,,,J Med Chem,2004.0,Adenosine A2a receptor,Ki,nM,,463.54,2.85
CHEMBL223270,620.0,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O,Scientific Literature,Binding affinity against Human recombinant Adenosine A2A receptor stably transfected in CHO cells using [3H]NECA as radioligand,B,,,J Med Chem,2002.0,Adenosine A2a receptor,Ki,nM,6.21,408.42,-0.44
CHEMBL3694775,21.0,Nc1nc(-n2cccn2)nc(NC2CCC2)c1Br,BindingDB Patent Bioactivity Data,"Competition Radioligand Binding Assay: Competition assays were carried out by incubation of membranes from hA1 receptors transfected to CHO cells, [3H]-DPCPX as radioligand, buffer (HEPES 20 mM (pH=7.4), 10 mM MgCl2, 100 mM NaCl, 2 units/ml adenosine deaminase), and unlabelled ligand in a total volume of 0.2 ml for 60 min at 25 C. R-PIA was used to determinate non-specific binding. Filter over Schleicher&Schuell GF/52 filters (pre-soaked 0.5% polyethylenimine) in a Brandel cell harvester. Unbound radioligand was removed with (3x 250 ul) HEPES 20 mM (pH=7.4), 100 mM NaCl and 10 mM MgCl2. Competition assays were carried out by incubation of membranes from hA2a receptors transfected to HeLa cells, [3H]ZM241385 as radioligand, buffer (50 mM Tris-HCl (pH=7.4), 10 mM MgCl2, 1 mM EDTA, 2 units/ml adenosine deaminase), and unlabelled ligand in a total volume of 0.2 ml for 30 min at 25 C. NECA was used to determinate non-specific binding.",B,Homo sapiens,,,2014.0,Adenosine A2a receptor,Ki,nM,7.68,309.17,1.97
CHEMBL3694776,50.0,CN(C)c1nc(-n2cccn2)nc(N)c1Br,BindingDB Patent Bioactivity Data,"cAMP Production Assay: hese assays were performed at adenosine receptors transfected using a cAMP enzymeimmunoassay kit (Amersham Biosciences). CHO-A2A cells were seeded (10000 cells/well) in 96-well culture plates and incubated at 37 C. in an atmosphere with 5% CO2 in Dulbecco's Modified Eagle's Medium Nutrient Mixture F-12 (DMEM F-12), containing 10% Foetal Calf Serum (FCS) and 1% L-Glutamine. Cells were washed 3x with 200 ul assay medium (DMEM-F12 and 25 mM HEPES pH=7.4) and pre-incubated with assay medium containing 30 uM rolipram and test compounds at 37 C. for 15 min. 1 uM NECA was incubated for 15 min at 37 C. (total incubation time 30 min). Reaction was stopped with lysis buffer supplied in the kit and the enzymeimmunoassay was carried out for detection of intracellular cAMP at 450 nm in an Ultra Evolution detector (Tecan).",F,Homo sapiens,,,2014.0,Adenosine A2a receptor,Ki,nM,7.3,283.13,1.07
CHEMBL186113,46.0,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1,Scientific Literature,Binding affinity to human recombinant adenosine receptor A2a,B,Homo sapiens,,J Med Chem,2014.0,Adenosine A2a receptor,Ki,nM,7.34,482.51,-0.58
CHEMBL487497,167.0,O=C(Nc1ccc(F)cc1)Nc1ccc(Nc2nc(-c3ccccc3)nc3c2nnn3Cc2ccccc2)cc1,Scientific Literature,Binding affinity to human recombinant adenosine receptor A2a,B,Homo sapiens,,J Med Chem,2014.0,Adenosine A2a receptor,Ki,nM,6.78,530.57,6.46
CHEMBL226245,1000.0,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Nc4ccc(OCC(=O)Nc5cc(OC)cc(OC)c5)cc4)ncnc32)[C@H](O)[C@@H]1O,Scientific Literature,Displacement of [3H]CGS-21680 from human adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2007.0,Adenosine A2a receptor,Ki,nM,,593.6,1.36
CHEMBL1800736,5000.0,C=CCN1C(=O)N2CC(CC)N=C2c2[nH]c(-c3cc(C)nn3C)nc21,Scientific Literature,Displacement of [3H]ZM 241385 from human adenosine A2A receptor expressed in CHO cells after 60 mins by scintillation spectrometry,B,Homo sapiens,,J Med Chem,2011.0,Adenosine A2a receptor,Ki,nM,,339.4,2.09
CHEMBL1800738,5000.0,CCC1CN2C(=O)N(Cc3ccccc3)c3nc(-c4cc(C)nn4C)[nH]c3C2=N1,Scientific Literature,Displacement of [3H]ZM 241385 from human adenosine A2A receptor expressed in CHO cells after 60 mins by scintillation spectrometry,B,Homo sapiens,,J Med Chem,2011.0,Adenosine A2a receptor,Ki,nM,,389.46,3.1
CHEMBL1800793,5000.0,C=CCN1C(=O)N2CC(C)N=C2c2[nH]c(-c3cc(C)n(C)n3)nc21,Scientific Literature,Displacement of [3H]ZM 241385 from human adenosine A2A receptor expressed in CHO cells after 60 mins by scintillation spectrometry,B,Homo sapiens,,J Med Chem,2011.0,Adenosine A2a receptor,Ki,nM,,325.38,1.7
CHEMBL212625,484.0,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5ccccc5)CC4)cc3)[nH]c2c1=O,Scientific Literature,Binding affinity to human adenosine A2A receptor,B,Homo sapiens,,J Med Chem,2009.0,Adenosine A2a receptor,Ki,nM,6.32,508.6,2.0
CHEMBL2030704,50.6,O=c1c(-c2ccco2)nnc2n(-c3ccc(Cl)cc3)c3ccccc3n12,Scientific Literature,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cell membrane,B,Homo sapiens,,J Med Chem,2012.0,Adenosine A2a receptor,Ki,nM,7.3,362.78,3.95
CHEMBL7909,10000.0,Cn1c2ccccc2n2c(=O)c(-c3ccccc3)nnc12,Scientific Literature,Displacement of [3H]NECA from human A2A adenosine receptor expressed in CHO cell membrane,B,Homo sapiens,,J Med Chem,2012.0,Adenosine A2a receptor,Ki,nM,,276.3,2.25
CHEMBL119709,143.0,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,Scientific Literature,"Binding affinity for HA-tagged mutant human Adenosine A2A receptor (V84L), using [3H]CGS-21680 as radioligand expressed in COS-7 cells",B,Homo sapiens,,J Med Chem,1997.0,Adenosine A2a receptor,Ki,nM,6.84,510.29,0.41
CHEMBL198760,10000.0,Cc1ccc2c(O)c(Cc3ccccc3)cnc2n1,Scientific Literature,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,Bos taurus,,Bioorg Med Chem Lett,2005.0,Adenosine A2a receptor,Ki,nM,,250.3,3.23
CHEMBL194330,10000.0,Cc1ccc2c(O)c(C(=O)OCc3ccccc3)cnc2n1,Scientific Literature,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,Bos taurus,,Bioorg Med Chem Lett,2005.0,Adenosine A2a receptor,Ki,nM,,294.31,3.0
CHEMBL373317,930.0,Cc1ccc2c(O)c(C(=O)NC3CCCCC3)cnc2n1,Scientific Literature,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of bovine striatal membrane,B,Bos taurus,,Bioorg Med Chem Lett,2005.0,Adenosine A2a receptor,Ki,nM,6.03,285.35,2.71
CHEMBL194956,159.0,Cc1ccc(CNC(=O)c2cnc3nc(C)ccc3c2O)cc1,Scientific Literature,Inhibition of [3H]CGS-21680 binding to adenosine A2a receptor of human striatal membrane,B,Homo sapiens,,Bioorg Med Chem Lett,2005.0,Adenosine A2a receptor,Ki,nM,6.8,307.35,2.88
CHEMBL183,129.0,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,Scientific Literature,Displacement of [3H]-ZM 241385 binding to human adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2005.0,Adenosine A2a receptor,Ki,nM,6.89,304.39,2.36
CHEMBL376968,467.0,CCCCC[C@H](O)C#Cc1nc(NCC)c2ncn([C@@H]3O[C@H](C(=O)NCC)[C@@H](O)[C@H]3O)c2n1,Scientific Literature,Displacement of [125I]ZM241385 from human adenosine A2A receptor in HEK cells,B,Homo sapiens,,Bioorg Med Chem Lett,2006.0,Adenosine A2a receptor,Ki,nM,6.33,460.54,0.31
CHEMBL1204225,51.3,CCNC(=O)[C@H]1OC(n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O.Cl,Scientific Literature,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,Homo sapiens,,J Med Chem,2005.0,Adenosine A2a receptor,Ki,nM,7.29,535.99,-0.16
CHEMBL68500,935.0,O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1,Scientific Literature,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,Homo sapiens,,J Med Chem,2005.0,Adenosine A2a receptor,Ki,nM,6.03,214.18,0.16
CHEMBL198200,51.6,Cn1c(-n2nccn2)nc2c(N)nccc21,Scientific Literature,Binding affinity towards human Adenosine A2a receptor expressed in HEK293 cells using 6 nM [3H]CGS-21680,B,Homo sapiens,,J Med Chem,2005.0,Adenosine A2a receptor,Ki,nM,7.29,215.22,0.13
CHEMBL387322,157.0,CC(C)CC(=O)Nc1cc(-c2ccccc2)nc(-c2ccccc2)n1,Scientific Literature,Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells,B,Homo sapiens,,J Med Chem,2004.0,Adenosine A2a receptor,Ki,nM,6.8,331.42,4.8
CHEMBL100832,28900.0,CCCn1c(=O)c2nn(-c3ccc(Cl)cc3N)nc2n(CCC)c1=O,Scientific Literature,Affinity to A2 adenosine receptor was measured by the displacement of [3H]-CGS- 21680 in bovine brain striatal membrane,B,Bos taurus,Brain,J Med Chem,1994.0,Adenosine A2a receptor,Ki,nM,4.54,362.82,1.8
CHEMBL4763432,175.0,Cn1cc2c(nc(NC(=O)Nc3ccc(CC(=O)OCCCN)cc3)n3nc(-c4ccco4)nc23)n1.O=C(O)C(F)(F)F,Scientific Literature,Displacement of [3H]CGS21680 from recombinant human A2AAR expressed in HEK293 cell membranes,B,Homo sapiens,,Eur J Med Chem,2020.0,Adenosine A2a receptor,Ki,nM,6.76,603.52,2.35
CHEMBL103278,10000.0,CCOC(=O)CCN1CCN(c2ccc3c(O)cc(-c4ccccc4)nc3n2)CC1,Scientific Literature,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,,Striatum,J Med Chem,2004.0,Adenosine A2a receptor,Ki,nM,,406.49,3.08
CHEMBL352073,160.0,CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,Scientific Literature,Displacement of [3H]SCH-58261 from human Adenosine A2A receptor expressed in HEK293 cells; range 134-190,B,Homo sapiens,,J Med Chem,2002.0,Adenosine A2a receptor,Ki,nM,6.8,422.84,4.05
CHEMBL48153,16.0,Cn1c(-c2cccc(F)c2)nc2c(N)nc(C#CC3(O)CCCCC3)nc21,Scientific Literature,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,,,J Med Chem,2001.0,Adenosine A2a receptor,Ki,nM,7.8,365.41,2.8
CHEMBL4795542,1000.0,COc1ccc(C(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccc(Cl)cc3)s2)cc1,Scientific Literature,Displacement of [3H]MSX2 from human adenosine receptor A2A expressed in HEK293 cell membranes incubated for 30 mins by radioligand competition assay,B,Homo sapiens,,Eur J Med Chem,2020.0,Adenosine A2a receptor,Ki,nM,,448.93,5.96
CHEMBL2105747,3.9,COc1ccc(N2CCOCC2)c2sc(NC(=O)N3CCC(C)(O)CC3)nc12,Scientific Literature,Displacement of [3H]-ZM241385 from recombinant human A2A receptor expressed in CHO-K1 cells incubated for 70 mins by liquid scintillation counting method,B,Homo sapiens,,Eur J Med Chem,2021.0,Adenosine A2a receptor,Ki,nM,8.41,406.51,2.52
CHEMBL201706,20.0,CNC(=O)[C@H]1S[C@@H](n2cnc3c(NC)nc(Cl)nc32)[C@H](O)[C@@H]1O,Scientific Literature,Percent displacement of [3H]CGS-21680 from human adenosine A2A receptor expressed in CHO cells at 10 uM,B,Homo sapiens,,J Med Chem,2003.0,Adenosine A2a receptor,Ki,nM,7.7,358.81,-0.4
CHEMBL104999,110.0,Cc1ccc2c(O)cc(-c3ccc(N)cc3)nc2n1,Scientific Literature,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,,Striatum,J Med Chem,2004.0,Adenosine A2a receptor,Ki,nM,6.96,251.29,2.89
CHEMBL107637,1600.0,Cc1ccccc1-n1cc2c(n1)c(N)nc1ccccc12,Scientific Literature,Displacement of specific [3H]-CGS- 21680 binding at Adenosine A2A receptor in bovine striatal membranes.,B,Bos taurus,,J Med Chem,2000.0,Adenosine A2a receptor,Ki,nM,5.8,274.33,3.46
CHEMBL103278,10000.0,CCOC(=O)CCN1CCN(c2ccc3c(O)cc(-c4ccccc4)nc3n2)CC1,Scientific Literature,"Binding affinity against adenosine A2 receptor in bovine striatal membranes using [3H]-CGS-21,680 as radioligand",B,Bos taurus,Striatum,J Med Chem,2004.0,Adenosine A2a receptor,Ki,nM,,406.49,3.08
CHEMBL317411,10000.0,NC(=O)Cc1ccc2c(O)cc(-c3ccccc3)nc2n1,Scientific Literature,Binding affinity against adenosine A2 receptor in human striatal membranes using [3H]CGS-21680 as radioligand,B,,Striatum,J Med Chem,2004.0,Adenosine A2a receptor,Ki,nM,,279.3,2.03
CHEMBL441145,630.0,Cn1c(=O)c2c(nc3n2CCCN3CCc2ccc(O)cc2)n(C)c1=O,Scientific Literature,Displacement of [3H]MSX2 from human adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem,2007.0,Adenosine A2a receptor,Ki,nM,6.2,355.4,0.59
CHEMBL3091711,602.4,CCCC1=C(C(=O)OCC)C(c2ccco2)NC(=O)N1,Scientific Literature,Displacement of [3H]ZM241385 from adenosine A2A receptor in human HeLa cells after 30 mins,B,Homo sapiens,,ACS Med Chem Lett,2013.0,Adenosine A2a receptor,Ki,nM,6.22,278.31,2.25
CHEMBL259049,1.0,Cc1cccc(CNC(=O)n2cnc3c(-c4ccco4)nc(N)nc32)c1,Scientific Literature,Binding affinity at human adenosine A2A receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Adenosine A2a receptor,Ki,nM,9.0,348.37,2.73
CHEMBL196436,40.0,Nc1nc(-c2ccco2)c2ncn(Cc3ccccc3)c2n1,Scientific Literature,Binding affinity at human adenosine A2A receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Adenosine A2a receptor,Ki,nM,7.4,291.31,2.72
CHEMBL257984,1322.0,Nc1nc(-c2ccco2)c2cnn(Cc3cccc(C(=O)O)c3)c2n1,Scientific Literature,Binding affinity at human adenosine A2A receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Adenosine A2a receptor,Ki,nM,5.88,335.32,2.42
CHEMBL256153,119.0,Nc1nc(-c2ccco2)c2cnn(Cc3ccc([N+](=O)[O-])cc3)c2n1,Scientific Literature,Binding affinity at human adenosine A2A receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2008.0,Adenosine A2a receptor,Ki,nM,6.92,336.31,2.63
CHEMBL361826,23.0,CCCn1c(=O)c2nc(-c3ccc(OCc4noc(-c5ccccc5OC)n4)cc3)[nH]c2n(CCC)c1=O,Scientific Literature,Binding affinity against Adenosine A2a receptor labeled by [3H]ZM-241385 in membranes prepared from HEK-A2A cells,B,Homo sapiens,,Bioorg Med Chem Lett,2005.0,Adenosine A2a receptor,Ki,nM,7.64,516.56,4.01
CHEMBL180693,200.0,CCCn1c(=O)c2nc(-c3ccc(OCc4noc(-c5cccc(OC)c5)n4)cc3)[nH]c2n(CCC)c1=O,Scientific Literature,Binding affinity against Adenosine A2a receptor labeled by [3H]ZM-241385 in membranes prepared from HEK-A2A cells,B,Homo sapiens,,Bioorg Med Chem Lett,2005.0,Adenosine A2a receptor,Ki,nM,,516.56,4.01
CHEMBL360366,5000.0,CCCn1c(=O)c2nc(-c3ccc(OCc4noc(-c5cccc(C(F)(F)F)c5)n4)cc3)[nH]c2n(CCC)c1=O,Scientific Literature,Binding affinity for adenosine A2a receptor by using as [3H]ZM-241385 (2 nM) radioligand in membranes from HEK-A2A cells,B,Homo sapiens,,Bioorg Med Chem Lett,2005.0,Adenosine A2a receptor,Ki,nM,,554.53,5.02
CHEMBL1099028,5.9,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(CNN3CCC(=O)CC3)ccc1C2=O,Scientific Literature,Antagonist activity at adenosine A2A receptor,F,,,Bioorg Med Chem Lett,2010.0,Adenosine A2a receptor,Ki,nM,8.23,399.45,2.61
CHEMBL1087711,11.3,CC1CCC(C)N1Cc1cccc2c1-c1nc(N)nc(-c3ccccc3)c1C2=O,Scientific Literature,Antagonist activity at adenosine A2A receptor,F,,,Bioorg Med Chem Lett,2010.0,Adenosine A2a receptor,Ki,nM,7.95,384.48,4.31
CHEMBL94538,1800.0,Cc1ccc2c(NN)cc(-c3ccccc3)nc2n1,Scientific Literature,Ability to displace the specific binding of [3H]-CGS- to adenosine A2A receptor form bovine brain striatal membranes,B,Bos taurus,Brain,J Med Chem,2000.0,Adenosine A2a receptor,Ki,nM,5.75,250.31,2.89
CHEMBL1092270,0.12,CCCCn1c(=S)sc2c1ncn1nc(-c3ccco3)nc21,Scientific Literature,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HEK293 cells after 60 mins by rapid filtration assay,B,Homo sapiens,,Bioorg Med Chem,2010.0,Adenosine A2a receptor,Ki,nM,9.92,331.43,3.93
CHEMBL1079802,1638.0,O=C(Nc1ccc(C2N=NN=N2)c(-c2ccco2)n1)C1CC1,Scientific Literature,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in human HeLa cells after 1 hr by scintillation proximity assay,B,Homo sapiens,,Bioorg Med Chem Lett,2010.0,Adenosine A2a receptor,Ki,nM,5.79,296.29,3.52
CHEMBL1080500,1359.0,O=C(Nc1ccc(-c2ccncc2)c(-c2ncco2)n1)C1CC1,Scientific Literature,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in human HeLa cells after 1 hr by scintillation proximity assay,B,Homo sapiens,,Bioorg Med Chem Lett,2010.0,Adenosine A2a receptor,Ki,nM,5.87,306.33,3.15
CHEMBL1081040,1465.0,O=C(Nc1ccc(-c2ccncc2)c(-c2cccnc2)n1)C1CC1,Scientific Literature,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in human HeLa cells after 1 hr by scintillation proximity assay,B,Homo sapiens,,Bioorg Med Chem Lett,2010.0,Adenosine A2a receptor,Ki,nM,5.83,316.36,3.55
CHEMBL1081041,163.0,O=C(Nc1ccc(-c2ccncc2)c(-c2ccncc2)n1)C1CC1,Scientific Literature,Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in human HeLa cells after 1 hr by scintillation proximity assay,B,Homo sapiens,,Bioorg Med Chem Lett,2010.0,Adenosine A2a receptor,Ki,nM,6.79,316.36,3.55
CHEMBL7098,6300.0,Cn1c2ccccc2n2c(=O)c(-c3ccco3)nnc12,Scientific Literature,Displacement of [3H]-CGS- 21680 from adenosine A2a receptor of bovine striatal membrane,B,Bos taurus,,J Med Chem,2001.0,Adenosine A2a receptor,Ki,nM,5.2,266.26,1.84
CHEMBL484900,278.0,CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(Cc5cccc(F)c5)CC4)cc3)[nH]c2c1=O,Scientific Literature,Displacement of [3H]MSX-2 from human recombinant adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2009.0,Adenosine A2a receptor,Ki,nM,6.56,526.59,2.14
CHEMBL353593,20.0,COc1cccc(-c2n[nH]c(Cc3ccccc3Br)n2)c1,Scientific Literature,Binding affinity towards human recombinant adenosine A2A receptor by displacement of [3H]SCH-58261 radioligand.,B,,,Bioorg Med Chem Lett,2004.0,Adenosine A2a receptor,Ki,nM,7.7,344.21,3.83
CHEMBL193385,1400.0,OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(Cl)c4)ncnc32)[C@H](O)[C@@H]1O,Scientific Literature,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2005.0,Adenosine A2a receptor,Ki,nM,5.85,391.82,0.7
CHEMBL512290,34.7,Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4ccccc4)cc3)cc2n(C)c1=O,Scientific Literature,Displacement of [3H]ZM241385 from human recombinant adenosine A2A receptor expressed in HeLa cells by beta scintillation counter,B,Homo sapiens,,Bioorg Med Chem,2009.0,Adenosine A2a receptor,Ki,nM,7.46,404.43,2.98
CHEMBL452454,28.2,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCN(c5cccc(Cl)c5)CC4)cc3)cc2n(CCC)c1=O,Scientific Literature,Displacement of [3H]ZM241385 from human recombinant adenosine A2A receptor expressed in HeLa cells by beta scintillation counter,B,Homo sapiens,,Bioorg Med Chem,2009.0,Adenosine A2a receptor,Ki,nM,7.55,564.09,5.09
