Molecule ChEMBL ID,Standard Value,Smiles,Source Description,Assay Description,Assay Type,Assay Organism,Assay Tissue Name,Document Journal,Document Year,Target Name,Standard Type,Standard Units,pChEMBL Value,Molecular Weight,AlogP
CHEMBL4751777,0.0309,COc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(F)c(Cl)c2)CC1,Scientific Literature,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,Homo sapiens,,J Med Chem,2020,Serotonin 1a (5-HT1a) receptor,Ki,nM,10.51,438.9,4.1
CHEMBL4753394,1.23,COc1ccc(OCCNCC2(F)CCN(C(=O)c3ccc(Cl)c(Cl)c3)CC2)cc1,Scientific Literature,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,Homo sapiens,,J Med Chem,2020,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.91,455.36,4.61
CHEMBL4781985,0.1175,CNc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(F)c(Cl)c2)CC1,Scientific Literature,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,Homo sapiens,,J Med Chem,2020,Serotonin 1a (5-HT1a) receptor,Ki,nM,9.93,437.92,4.13
CHEMBL4760666,0.302,CN(C)c1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)c1,Scientific Literature,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,Homo sapiens,,J Med Chem,2020,Serotonin 1a (5-HT1a) receptor,Ki,nM,9.52,451.95,4.16
CHEMBL4755058,0.08318,CC(=O)Nc1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)c1,Scientific Literature,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,Homo sapiens,,J Med Chem,2020,Serotonin 1a (5-HT1a) receptor,Ki,nM,10.08,465.93,4.05
CHEMBL4756041,0.06026,O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3cccnc23)CC1,Scientific Literature,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,Homo sapiens,,J Med Chem,2020,Serotonin 1a (5-HT1a) receptor,Ki,nM,10.22,459.92,4.64
CHEMBL4743868,0.4266,O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3cccnc23)CC1,Scientific Literature,Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method,B,Homo sapiens,,J Med Chem,2020,Serotonin 1a (5-HT1a) receptor,Ki,nM,9.37,476.38,5.15
CHEMBL4760590,10000.0,O=C(Nc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1)c1ccccc1,Scientific Literature,Binding affinity to 5HT1A receptor (unknown origin),B,Homo sapiens,,Bioorg Med Chem Lett,2020,Serotonin 1a (5-HT1a) receptor,Ki,nM,,473.55,5.87
CHEMBL1824264,5500.0,COc1ccc2nc(-c3ccc(OCC(O)CNC(C)C)cc3)n(C)c(=O)c2c1,Scientific Literature,Displacement of [3H]-8-OH-DPAT from 5HT1A receptor after 1.5 hrs by liquid scintillation counting,B,,,Bioorg Med Chem Lett,2011,Serotonin 1a (5-HT1a) receptor,Ki,nM,5.26,397.48,2.35
CHEMBL372743,1.259,CCc1c(C(=O)N2CCc3cc4ccnc(N5CCN(C)CC5)c4cc32)cnn1-c1ccc(C#N)cc1,Scientific Literature,Mean binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-5-HT or [3H]8-OH-DPAT as the radioligand,B,Homo sapiens,,Bioorg Med Chem Lett,2005,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.9,491.6,3.81
CHEMBL129053,14.35,COc1cccc2sc([C@@H]3CCN(C[C@H](O)COc4cccc5[nH]c(C)cc45)[C@@H](C)C3)cc12,Scientific Literature,Displacement of [3H]8-OH-DPAT from 5HT1A receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2006,Serotonin 1a (5-HT1a) receptor,Ki,nM,7.84,464.63,5.71
CHEMBL76747,3.64,COc1cccc2sc([C@@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@@H](C)C3)cc12,Scientific Literature,Displacement of [3H]8-OH-DPAT from 5HT1A receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2006,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.44,450.6,5.4
CHEMBL13647,0.46,COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,Scientific Literature,Binding affinity for human 5-hydroxytryptamine 1A receptor,B,Homo sapiens,,J Med Chem,2005,Serotonin 1a (5-HT1a) receptor,Ki,nM,9.34,385.51,2.53
CHEMBL443567,64.9,O=c1[nH]c2[nH]c(-c3ccccc3Cl)cc2c(=O)n1CCN1CCN(c2ccccc2Cl)CC1,Scientific Literature,Binding affinity to 5HT1A,B,Homo sapiens,,Bioorg Med Chem Lett,2006,Serotonin 1a (5-HT1a) receptor,Ki,nM,7.19,484.39,3.81
CHEMBL28056,778.0,Cc1cccc(C#N)c1-c1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3,Scientific Literature,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2001,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.11,350.47,5.29
CHEMBL98241,490.0,C[C@H](CN1CCN(c2cc(F)c(F)cc2F)CC1)N1C(=O)CC2(CCCC2)CC1=O,Scientific Literature,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor,B,,,J Med Chem,2003,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.31,423.48,3.32
CHEMBL187928,1000.0,O=C(/C=C/c1ccccc1)N(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)Cc1cccnc1.O=C(O)C(F)(F)F,Scientific Literature,Binding affinity towards human 5-hydroxytryptamine receptor 1A expressed in HEK 293 cells using the radioligand [3H]8-OH-DPAT,B,Homo sapiens,,Bioorg Med Chem Lett,2005,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.0,651.73,7.32
CHEMBL434355,501.19,CCN1[C@H](C)CN(c2cc3c(cc2OC)CCN3C(=O)c2ccc(-c3cccc(C)n3)c3ccccc23)C[C@@H]1C,Scientific Literature,Binding affinity against cloned human 5-hydroxytryptamine 1A receptor,B,Homo sapiens,,Bioorg Med Chem Lett,2005,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.3,534.7,6.34
CHEMBL423642,6.5,O=C(c1cccc(CN2CCN3c4ccccc4OCC3C2)c1)N1CCc2ccccc21,Scientific Literature,Compound was measured in vivo for its binding affinity at 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,Bioorg Med Chem Lett,1997,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.19,425.53,3.97
CHEMBL4741978,684.0,C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,Scientific Literature,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in HEK293 cells incubated at room temperature for 1 hr by microbeta plate reader analysis,B,Homo sapiens,,Eur J Med Chem,2020,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.17,584.79,5.31
CHEMBL56,2.1,CCCN(CCC)C1CCc2cccc(O)c2C1,Scientific Literature,Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor expressed in HEK293 cells,B,Homo sapiens,,J Med Chem,2007,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.68,247.38,3.37
CHEMBL1684125,7.59,CCCN1CCc2cccc3c2C1Cc1cccc(OCCCn2cc(CCN4CCN(c5ccccc5OC)CC4)nn2)c1-3,Scientific Literature,Displacement of [3H]8-OH-DPAT from 5-HT1A receptor expressed in CHO cells by liquid scintillation counter,B,,,Bioorg Med Chem,2011,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.12,606.82,5.65
CHEMBL221692,0.7943,Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1,Scientific Literature,Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in CHO cells,B,Homo sapiens,,J Med Chem,2007,Serotonin 1a (5-HT1a) receptor,Ki,nM,9.1,405.47,3.98
CHEMBL2029921,397.9,O=C(Nc1ccc(CCN2CCN(c3ccccc3)CC2)cc1)Nc1cccnc1,Scientific Literature,Displacement of [3H]8OH-DPAT from human 5HT1A receptor expressed in CHO -K1 cell membrane after 60 mins by liquid scintillation counting,B,Homo sapiens,,Bioorg Med Chem Lett,2012,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.4,401.51,4.09
CHEMBL2029925,1.39,O=C(Cc1cccnc1)Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1,Scientific Literature,Displacement of [3H]8OH-DPAT from human 5HT1A receptor expressed in CHO -K1 cell membrane after 60 mins by liquid scintillation counting,B,Homo sapiens,,Bioorg Med Chem Lett,2012,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.86,400.53,3.63
CHEMBL2029928,7.53,O=C(Nc1cccc(CCN2CCN(c3ccccc3)CC2)c1)Nc1ccccn1,Scientific Literature,Displacement of [3H]8OH-DPAT from human 5HT1A receptor expressed in CHO -K1 cell membrane after 60 mins by liquid scintillation counting,B,Homo sapiens,,Bioorg Med Chem Lett,2012,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.12,401.51,4.09
CHEMBL2029931,43.2,c1ccc(CCN2CCN(c3ccccc3)CC2)cc1,Scientific Literature,Displacement of [3H]8OH-DPAT from human 5HT1A receptor expressed in CHO -K1 cell membrane after 60 mins by liquid scintillation counting,B,Homo sapiens,,Bioorg Med Chem Lett,2012,Serotonin 1a (5-HT1a) receptor,Ki,nM,7.37,266.39,3.05
CHEMBL497963,2.512,Cc1ccc2c(OCCN3CCC(Cc4cccc(NS(C)(=O)=O)c4)CC3)cccc2n1,Scientific Literature,Displacement of [125I]WAY100635 from human 5HT1A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2009,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.6,453.61,4.25
CHEMBL300860,1430.0,COc1cccc2c1CCC=C2CCCN1CCN(Cc2ccccc2)CC1,Scientific Literature,Inhibitory activity against 5-hydroxytryptamine 1A receptor isolated from rat hippocampus membranes membrane using [3H]5-HT as radioligand in the presence of 10e-6 M ketanserin as 5-HT2 blocker,B,Rattus norvegicus,Hippocampus,J Med Chem,1996,Serotonin 1a (5-HT1a) receptor,Ki,nM,,376.54,4.62
CHEMBL25359,62.0,CCCN1CCC2Cc3c(O)cccc3C[C@H]21,Scientific Literature,"Binding affinity against 5-hydroxytryptamine 1A receptor from bovine hippocampus, used [3H]8-OH-DPAT as radioligand",B,,Hippocampus,J Med Chem,1993,Serotonin 1a (5-HT1a) receptor,Ki,nM,7.21,231.34,2.59
CHEMBL105722,41.0,CN1CCC(c2c[nH]c3ccc(NC(=O)c4ccccn4)nc23)CC1,Scientific Literature,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor,B,,,J Med Chem,2003,Serotonin 1a (5-HT1a) receptor,Ki,nM,7.39,335.41,3.02
CHEMBL419547,100.0,CN1CCC(c2c[nH]c3ccc(NC(=O)c4cccc(C#N)c4)nc23)CC1,Scientific Literature,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor,B,,,J Med Chem,2003,Serotonin 1a (5-HT1a) receptor,Ki,nM,7.0,359.43,3.5
CHEMBL12515,124.0,CCCN(CCC)C1Cc2cccc3c2n(c(=O)n3C)C1,Scientific Literature,Compound was evaluated for its ability to displace [3H]DPAT from 5-HT1A receptor in homogenates of bovine hippocampus,B,,Hippocampus,J Med Chem,1992,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.91,287.41,2.39
CHEMBL3139682,100.0,Nc1ccc2ccc(CCNCCc3cccc(Cl)c3)cc2n1,Scientific Literature,Displacement of [3H]Way100635 from human 5-HT1A receptor expressed in CHO cells after 90 mins by scintillation counting method,B,Homo sapiens,,J Med Chem,2017,Serotonin 1a (5-HT1a) receptor,Ki,nM,,325.84,3.85
CHEMBL14499,247.0,COc1ccc2c(c1)C(CN1CCC3(CC1)C(=O)NCN3c1ccccc1)CCO2,Scientific Literature,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,B,,,Bioorg Med Chem Lett,1993,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.61,407.51,2.99
CHEMBL180445,2.512,O=C1COc2ccc(OC3CCN(CCOc4cccc5ccccc45)CC3)cc2N1,Scientific Literature,Mean negative logarithim of binding affinity was measured for the human 5-hydroxytryptamine 1A receptor; n>/=3,B,Homo sapiens,,Bioorg Med Chem Lett,2005,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.6,418.49,4.09
CHEMBL183551,7.943,O=C1COc2ccc(OC3CCN(CCOc4nccc5ccccc45)CC3)cc2N1,Scientific Literature,Mean negative logarithim of binding affinity was measured for the human 5-hydroxytryptamine 1A receptor; n>/=3,B,Homo sapiens,,Bioorg Med Chem Lett,2005,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.1,419.48,3.49
CHEMBL57494,1.44,COc1ccc2sc(C3CCN(C[C@H](O)COc4cccc5[nH]ccc45)CC3)cc2c1,Scientific Literature,Binding affinity towards 5-HT1A receptor using [3H]8-OH-DPAT as radioligand,B,,,Bioorg Med Chem Lett,2003,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.84,436.58,5.01
CHEMBL10561,16.0,CCCN1[C@H](C)CC2c3c(cccc3OC)CC[C@H]21,Scientific Literature,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,B,,Hippocampus,J Med Chem,1993,Serotonin 1a (5-HT1a) receptor,Ki,nM,7.8,259.39,3.6
CHEMBL280955,236.0,C=CCN1CC[C@H]2c3cccc(OC)c3CC[C@H]21,Scientific Literature,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus,B,,Hippocampus,J Med Chem,1993,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.63,243.35,2.99
CHEMBL3353898,6.0,COc1ccccc1N1CCN(CCCCc2cn(-c3cccc4cnccc34)nn2)CC1,Scientific Literature,Displacement of of [3H]8-OH-DPAT from human 5HT1A receptor after 60 mins by filtration binding assay,B,Homo sapiens,,Bioorg Med Chem Lett,2015,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.22,442.57,3.97
CHEMBL3353900,7.4,COc1ccccc1N1CCN(CCCc2cn(-c3ccc(-c4ccsc4)cc3)nn2)CC1,Scientific Literature,Displacement of of [3H]8-OH-DPAT from human 5HT1A receptor after 60 mins by filtration binding assay,B,Homo sapiens,,Bioorg Med Chem Lett,2015,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.13,459.62,4.76
CHEMBL3353913,5.3,COc1ccccc1N1CCN(CCCCc2cn(-c3ccc(SC)cc3)nn2)CC1,Scientific Literature,Displacement of of [3H]8-OH-DPAT from human 5HT1A receptor after 60 mins by filtration binding assay,B,Homo sapiens,,Bioorg Med Chem Lett,2015,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.28,437.61,4.14
CHEMBL362487,2000.0,O=S(=O)(c1ccccc1Cl)n1cc(C2=CCNCC2)c2ccccc21,Scientific Literature,Binding affinity against human cloned 5-hydroxytryptamine 1A receptor stably expressed in CHO cells using [3H]5-HT,B,Homo sapiens,,Bioorg Med Chem Lett,2005,Serotonin 1a (5-HT1a) receptor,Ki,nM,,372.88,3.91
CHEMBL457765,5.012,Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCOCC5)c4)CC3)cccc2n1,Scientific Literature,Displacement of [125I]WAY100635 from human 5HT1A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2009,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.3,445.61,4.71
CHEMBL456684,10.0,Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCCC5)c4)CC3)cccc2n1,Scientific Literature,Displacement of [125I]WAY100635 from human 5HT1A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2009,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.0,429.61,5.48
CHEMBL459067,6.31,Cc1ccc2c(OCCN3CCC(Cc4cccc(C5CCNCC5)c4)CC3)cccc2n1,Scientific Literature,Displacement of [125I]WAY100635 from human 5HT1A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2009,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.2,443.64,5.34
CHEMBL426958,120.0,O=c1c(CN2CCC(Cc3ccccc3)CC2)coc2ccccc12,Scientific Literature,Inhibitory constant was determined against 5-hydroxytryptamine 1A receptor using 1.2 nM [3H]8-OH-DPAT,B,Homo sapiens,,J Med Chem,2005,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.92,333.43,4.25
CHEMBL592939,50.0,O=C1NCCc2cc(F)c3c(c21)CC(N(CCCc1c[nH]c2ccc(F)cc12)CC1CC1)CO3,Scientific Literature,Displacement of [3H]OH-DPAP from human 5HT1A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2010,Serotonin 1a (5-HT1a) receptor,Ki,nM,7.3,465.54,4.38
CHEMBL593865,19.0,O=C1NCCc2ccc3c(c21)CC(N(CCCc1c[nH]c2ccc(F)cc12)CC1CC1)CO3,Scientific Literature,Displacement of [3H]OH-DPAP from human 5HT1A receptor expressed in CHO cells,B,Homo sapiens,,Bioorg Med Chem Lett,2010,Serotonin 1a (5-HT1a) receptor,Ki,nM,7.72,447.55,4.24
CHEMBL159587,1000.0,C=CC[C@@H]1c2cccc(OC)c2CC[C@H]1NCCC,Scientific Literature,In vivo binding affinity towards [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus.,B,,Hippocampus,J Med Chem,1993,Serotonin 1a (5-HT1a) receptor,Ki,nM,,259.39,3.67
CHEMBL161153,9.3,CCCN[C@@H]1CCc2cccc(OC)c2[C@H]1CC1CC1,Scientific Literature,In vivo binding affinity towards [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus.,B,,Hippocampus,J Med Chem,1993,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.03,273.42,3.89
CHEMBL162189,9.4,C=CCN[C@@H]1CCc2cccc(OC)c2[C@@H]1CC1CC1,Scientific Literature,In vivo binding affinity towards [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in bovine hippocampus.,B,,Hippocampus,J Med Chem,1993,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.03,271.4,3.67
CHEMBL181898,87.1,Oc1nc2cc(CCN3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc2[nH]1,Scientific Literature,Binding affinity against 5-Hydroxytryptamine 1A receptor,B,,,Bioorg Med Chem Lett,2004,Serotonin 1a (5-HT1a) receptor,Ki,nM,7.06,390.41,3.65
CHEMBL553794,128.82,CNC(=O)Cn1c2c(c3ccccc31)CCN(CCCCC13CCCc4cccc(c41)NC3=O)C2,Scientific Literature,In vitro binding affinity at human recombinant 5-hydroxytryptamine 1A receptor in mammalian cells using 3[H]8-OH-DPAT as the radioligand,B,,,J Med Chem,2002,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.89,470.62,4.14
CHEMBL77472,0.91,c1ccc(-c2cccc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1,Scientific Literature,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand,B,,,Bioorg Med Chem Lett,2001,Serotonin 1a (5-HT1a) receptor,Ki,nM,9.04,386.5,4.45
CHEMBL54890,5.17,Cc1c(C2CCN(C[C@H](O)COc3cccc4[nH]ccc34)CC2)sc2ccc(F)cc12,Scientific Literature,Binding affinity was determined towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,Bioorg Med Chem Lett,2003,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.29,438.57,5.45
CHEMBL80132,32.1,COc1ccccc1N1CCN(CCNc2cc(C)nn(C)c2=O)CC1,Scientific Literature,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,J Med Chem,2001,Serotonin 1a (5-HT1a) receptor,Ki,nM,7.49,357.46,1.33
CHEMBL78058,7.9,O=C(NCCN1CCN(c2cccc3nc(O)oc23)CC1)c1ccc(F)cc1,Scientific Literature,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand,B,,,Bioorg Med Chem Lett,2001,Serotonin 1a (5-HT1a) receptor,Ki,nM,8.1,384.41,2.22
CHEMBL3264379,50.7,O=C(NCCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc2ccccc2c1,Scientific Literature,Displacement of [3H]-8-OH-OPAT from human recombinant 5HT1A receptor expressed in CHO cells after 60 mins by liquid scintillation counting analysis,B,Homo sapiens,,ACS Med Chem Lett,2014,Serotonin 1a (5-HT1a) receptor,Ki,nM,7.29,393.92,4.05
CHEMBL3264381,221.4,Cc1ccc(N2CCN(CCNC(=O)c3ccc4ccccc4c3)CC2)cc1,Scientific Literature,Displacement of [3H]-8-OH-OPAT from human recombinant 5HT1A receptor expressed in CHO cells after 60 mins by liquid scintillation counting analysis,B,Homo sapiens,,ACS Med Chem Lett,2014,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.66,373.5,3.7
CHEMBL3264387,706.0,O=C1c2ccccc2C(=O)N1CCN1CC=C(c2ccccc2)CC1,Scientific Literature,Displacement of [3H]-8-OH-OPAT from human recombinant 5HT1A receptor expressed in CHO cells after 60 mins by liquid scintillation counting analysis,B,Homo sapiens,,ACS Med Chem Lett,2014,Serotonin 1a (5-HT1a) receptor,Ki,nM,6.15,332.4,3.07
