"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3235731";"";"None";"402.54";"0";"1.85";"13";"COc1ccccc1N1CCN(CCCCCC(=O)N2CCC[C@H]2C(N)=O)CC1";"Ki";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"18.28";"0.35";"5.51";"9.30";"0";"CHEMBL3241203";"Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr by beta-counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232956";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"44.0"
"CHEMBL3235757";"";"None";"523.46";"1";"4.37";"51";"NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)c1ccc(CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1";"Ki";"'='";"212.0";"nM";"6.67";"";"";"UO_0000065";"12.75";"0.25";"2.30";"9.55";"0";"CHEMBL3241203";"Displacement of [3H]-8-OH-DPAT from human 5-HT1A receptor expressed in HEK293 cells after 1 hr by beta-counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3232956";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"212.0"
"CHEMBL716";"QUETIAPINE";"4.0";"383.52";"0";"2.86";"Quetiapine";"OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1";"Ki";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"17.31";"0.34";"3.78";"13.74";"0";"CHEMBL992749";"Binding affinity to human cloned 5HT1A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155799";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"230.0"
"CHEMBL4797752";"";"None";"443.32";"0";"4.75";"35";"O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2ccc(Cl)cc2)CC1";"Ki";"'='";"3.89";"nM";"8.41";"";"";"UO_0000065";"18.97";"0.40";"3.66";"20.23";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"8.41"
"CHEMBL4751777";"";"None";"438.90";"0";"4.10";"36";"COc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(F)c(Cl)c2)CC1";"Ki";"'='";"0.0309";"nM";"10.51";"";"";"UO_0000065";"23.95";"0.48";"6.41";"20.69";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"10.51"
"CHEMBL4753394";"";"None";"455.36";"0";"4.61";"41";"COc1ccc(OCCNCC2(F)CCN(C(=O)c3ccc(Cl)c(Cl)c3)CC2)cc1";"Ki";"'='";"1.23";"nM";"8.91";"";"";"UO_0000065";"19.57";"0.41";"4.30";"17.54";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"8.91"
"CHEMBL4781985";"";"None";"437.92";"0";"4.13";"44";"CNc1ccccc1OCCNCC1(F)CCN(C(=O)c2ccc(F)c(Cl)c2)CC1";"Ki";"'='";"0.1175";"nM";"9.93";"";"";"UO_0000065";"22.68";"0.45";"5.80";"18.53";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"9.93"
"CHEMBL4760666";"";"None";"451.95";"0";"4.16";"46";"CN(C)c1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)c1";"Ki";"'='";"0.302";"nM";"9.52";"";"";"UO_0000065";"21.06";"0.42";"5.36";"21.25";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"9.52"
"CHEMBL4755058";"";"None";"465.93";"0";"4.05";"47";"CC(=O)Nc1cccc(OCCNCC2(F)CCN(C(=O)c3ccc(F)c(Cl)c3)CC2)c1";"Ki";"'='";"0.08318";"nM";"10.08";"";"";"UO_0000065";"21.63";"0.43";"6.03";"14.26";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"10.08"
"CHEMBL4756041";"";"None";"459.92";"0";"4.64";"51";"O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3cccnc23)CC1";"Ki";"'='";"0.06026";"nM";"10.22";"";"";"UO_0000065";"22.22";"0.44";"5.58";"18.77";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"10.22"
"CHEMBL4743868";"";"None";"476.38";"1";"5.15";"52";"O=C(c1ccc(Cl)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3cccnc23)CC1";"Ki";"'='";"0.4266";"nM";"9.37";"";"";"UO_0000065";"19.67";"0.40";"4.22";"17.21";"0";"CHEMBL4670397";"Displacement of [3H]8-OH-DPAT from human 5-HT1A receptor stably expressed in CHO-K1 cell membranes measured after 60 mins by Microbeta2 scintillation counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4665789";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 1.0 hr";"AGONIST";"";"9.37"
"CHEMBL4760590";"";"None";"473.55";"1";"5.87";"15";"O=C(Nc1ccc(OCCCN2CCC(c3noc4cc(F)ccc34)CC2)cc1)c1ccccc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4729779";"Binding affinity to 5HT1A receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725387";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"";"";"";"10000.0"
"CHEMBL1824264";"";"None";"397.48";"0";"2.35";"(2R, 2S)-6, (R, S)-6";"COc1ccc2nc(-c3ccc(OCC(O)CNC(C)C)cc3)n(C)c(=O)c2c1";"Ki";"'='";"5500.0";"nM";"5.26";"";"";"UO_0000065";"13.23";"0.25";"2.91";"6.14";"0";"CHEMBL1827498";"Displacement of [3H]-8-OH-DPAT from 5HT1A receptor after 1.5 hrs by liquid scintillation counting";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1821724";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"5.5"
"CHEMBL372743";"";"None";"491.60";"0";"3.81";"22";"CCc1c(C(=O)N2CCc3cc4ccnc(N5CCN(C)CC5)c4cc32)cnn1-c1ccc(C#N)cc1";"Ki";"'='";"1.259";"nM";"8.90";"";"";"UO_0000065";"18.10";"0.33";"5.09";"10.95";"0";"CHEMBL883690";"Mean binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-5-HT or [3H]8-OH-DPAT as the radioligand";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142743";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"8.9"
"CHEMBL129053";"";"None";"464.63";"1";"5.71";"16";"COc1cccc2sc([C@@H]3CCN(C[C@H](O)COc4cccc5[nH]c(C)cc45)[C@@H](C)C3)cc12";"Ki";"'='";"14.35";"nM";"7.84";"";"";"UO_0000065";"16.88";"0.32";"2.13";"13.59";"1";"CHEMBL866277";"Displacement of [3H]8-OH-DPAT from 5HT1A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146994";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"14.35"
"CHEMBL76747";"";"None";"450.60";"1";"5.40";"7";"COc1cccc2sc([C@@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@@H](C)C3)cc12";"Ki";"'='";"3.64";"nM";"8.44";"";"";"UO_0000065";"18.73";"0.36";"3.04";"14.62";"1";"CHEMBL866277";"Displacement of [3H]8-OH-DPAT from 5HT1A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146994";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"3.64"
"CHEMBL13647";"BMY-7378";"None";"385.51";"0";"2.53";"5";"COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1";"Ki";"'='";"0.46";"nM";"9.34";"";"";"UO_0000065";"24.22";"0.46";"6.81";"17.59";"0";"CHEMBL839580";"Binding affinity for human 5-hydroxytryptamine 1A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143615";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"0.46"
"CHEMBL443567";"";"None";"484.39";"0";"3.81";"24";"O=c1[nH]c2[nH]c(-c3ccccc3Cl)cc2c(=O)n1CCN1CCN(c2ccccc2Cl)CC1";"Ki";"'='";"64.9";"nM";"7.19";"";"";"UO_0000065";"14.84";"0.30";"3.38";"9.32";"0";"CHEMBL864517";"Binding affinity to 5HT1A";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148546";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"64.9"
"CHEMBL28056";"";"None";"350.47";"1";"5.29";"(6aR,aR)-14";"Cc1cccc(C#N)c1-c1cccc2c1-c1cccc3c1[C@@H](C2)N(C)CC3";"Ki";"'='";"778.0";"nM";"6.11";"";"";"UO_0000065";"17.43";"0.31";"0.82";"22.60";"0";"CHEMBL615975";"Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134402";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3308072";"";"";"";"778.0"
"CHEMBL98241";"";"None";"423.48";"0";"3.32";"7";"C[C@H](CN1CCN(c2cc(F)c(F)cc2F)CC1)N1C(=O)CC2(CCCC2)CC1=O";"Ki";"'='";"490.0";"nM";"6.31";"";"";"UO_0000065";"14.90";"0.29";"2.99";"14.39";"0";"CHEMBL615805";"Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HeLa";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145103";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3308376";"";"";"";"490.0"
"CHEMBL187928";"";"None";"651.73";"2";"7.32";"3";"O=C(/C=C/c1ccccc1)N(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)Cc1cccnc1.O=C(O)C(F)(F)F";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"11.16";"0.20";"-1.32";"13.27";"0";"CHEMBL839740";"Binding affinity towards human 5-hydroxytryptamine receptor 1A expressed in HEK 293 cells using the radioligand [3H]8-OH-DPAT";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142810";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"CHEMBL3307715";"";"";"";"-6.0"
"CHEMBL434355";"";"None";"534.70";"2";"6.34";"4";"CCN1[C@H](C)CN(c2cc3c(cc2OC)CCN3C(=O)c2ccc(-c3cccc(C)n3)c3ccccc23)C[C@@H]1C";"Ki";"'='";"501.19";"nM";"6.30";"";"";"UO_0000065";"11.78";"0.22";"-0.04";"12.88";"0";"CHEMBL872148";"Binding affinity against cloned human 5-hydroxytryptamine 1A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143456";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"-6.3"
"CHEMBL423642";"";"None";"425.53";"0";"3.97";"4";"O=C(c1cccc(CN2CCN3c4ccccc4OCC3C2)c1)N1CCc2ccccc21";"Ki";"'='";"6.5";"nM";"8.19";"";"";"UO_0000065";"19.24";"0.35";"4.22";"22.73";"0";"CHEMBL616374";"Compound was measured in vivo for its binding affinity at 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand";"B";"BAO_0000218";"organism-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129884";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"6.5"
"CHEMBL4741978";"";"None";"584.79";"2";"5.31";"48";"C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1";"Ki";"'='";"684.0";"nM";"6.17";"";"";"UO_0000065";"10.54";"0.20";"0.85";"10.63";"0";"CHEMBL4711038";"Displacement of [3H]8-OH-DPAT from human 5HT1A receptor expressed in HEK293 cells incubated at room temperature for 1 hr by microbeta plate reader analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706587";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 1.0 hr";"BINDING AGENT";"";"684.0"
"CHEMBL56";"8-OH-DPAT";"None";"247.38";"0";"3.37";"8-OH-DP AT";"CCCN(CCC)C1CCc2cccc(O)c2C1";"Ki";"'='";"2.1";"nM";"8.68";"";"";"UO_0000065";"35.08";"0.66";"5.31";"36.97";"0";"CHEMBL894058";"Displacement of [3H]8-OH-DPAT from human recombinant 5HT1A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148718";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";"";"2.1"
"CHEMBL1684125";"";"None";"606.82";"2";"5.65";"(+/-)-11c";"CCCN1CCc2cccc3c2C1Cc1cccc(OCCCn2cc(CCN4CCN(c5ccccc5OC)CC4)nn2)c1-3";"Ki";"'='";"7.59";"nM";"8.12";"";"";"UO_0000065";"13.38";"0.25";"2.47";"13.79";"0";"CHEMBL1686529";"Displacement of [3H]8-OH-DPAT from 5-HT1A receptor expressed in CHO cells by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL214";"Serotonin 1a (5-HT1a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681760";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3308072";"";"";"";"7.59"
