"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL370125";"";"None";"475.55";"0";"2.52";"27";"COc1ccc(-c2cc3c(=O)n(CCN4CCN(c5ccccc5OC)CC4)c(=O)[nH]c3[nH]2)cc1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL864518";"Binding affinity to dopamine D1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148546";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";""
"CHEMBL3982119";"";"None";"355.43";"0";"3.38";"BDBM235773";"COc1cc2c(cc1OC)[C@@H]1Cc3c(OC)ccc(OC)c3CN1CC2";"Ki";"'='";"50.07";"nM";"7.30";"";"410707";"UO_0000065";"20.54";"0.38";"3.92";"18.18";"0";"CHEMBL3888597";"Reception Binding Assay: Different concentrations (10^−5 M-10^−11 M) of the compound of the invention and corresponding isotope receptor ligand as well as receptor protein were loaded into the reaction tube and incubated in 30° C. water bath for 60 minutes. The reaction was terminated in a refrigerator. The reaction mixture was put in a Millipore filter (millipore) cell sample collector, filtered through suction filtration using GF/C glass fiber filter paper, and dried. The resulting sample was placed into 0.5 mL tube. 500 μL liquid scintillation fluid was added and intensity of radioactivity was determined by counting. For dopamine D1 receptor: isotope receptor ligands [3H] SCH23390 (85.0 Ci/mmol) (D1-selective, purchased from Amersham Corporation), D1 receptor protein expressed in HEK-293 cells; For D2 dopamine receptor: isotope receptor ligands [3H] Spiperone (77.0 Ci/mmol) (D2-selective, purchased from Amersham Corporation); D2 receptor protein expressed in HEK-293 cells; For 5-HT1A receptor: isotope receptor ligands [3H] 8-OH-DPAT; 5-HT1A receptor protein expressed in HEK-293 cells; For 5-HT2A receptor: isotope receptor ligands [3H]-Ketanserin; 5-HT2A receptor protein expressed in HEK-293 cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886775";"37";"BindingDB Patent Bioactivity Data";"";"2016";"CHEMBL3307715";"";"";"";"50.07"
"CHEMBL3559671";"POLYVINYL ALCOHOL";"4.0";"None";"None";"None";"POLYVINYL ALCOHOL";"";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909139";"DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL783";"NATEGLINIDE";"4.0";"317.43";"0";"3.26";"NATEGLINIDE";"CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909139";"DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL25856";"DIHYDREXIDINE";"2.0";"267.33";"0";"2.65";"1";"Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2";"Ki";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"27.99";"0.51";"4.83";"14.25";"1";"CHEMBL674251";"Binding affinity to Dopamine receptor D1 by using radioligand [125I]SCH-23982 in HEK cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131704";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"CHEMBL3307715";"";"";"";"33.0"
"CHEMBL603752";"";"None";"321.42";"0";"3.88";"23";"C=CCc1ccc2c(c1O)-c1cc(OC)cc3c1[C@@H](C2)N(C)CC3";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1065706";"Displacement of [3H]SCH23390 from dopamine D1 receptor expressed in HEK293 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1159064";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL18797";"SULINDAC SULFIDE";"-1.0";"340.42";"1";"5.35";"SULINDAC SULFIDE";"CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1";"Ki";"'='";"13911.0";"nM";"4.86";"";"";"UO_0000065";"14.27";"0.28";"-0.49";"13.02";"0";"CHEMBL1909139";"DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";"13.911"
"CHEMBL844";"BRIMONIDINE";"4.0";"292.14";"0";"1.76";"BRIMONIDINE";"Brc1c(NC2=NCCN2)ccc2nccnc12";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909139";"DRUGMATRIX: Dopamine D1 radioligand binding (ligand: [3H] SCH-23390)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";"";""
"CHEMBL56666";"";"None";"313.83";"0";"3.98";"9 (isomer)";"CN1CCc2cc(Cl)c(O)cc2[C@@H]2c3ccccc3CC[C@@H]21";"Ki";"'='";"531.0";"nM";"6.28";"";"";"UO_0000065";"19.99";"0.39";"2.29";"26.74";"0";"CHEMBL668636";"Binding affinity to displace [3H]-SCH- 23390 against Dopamine receptor D1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125095";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"531.0"
"CHEMBL201241";"";"None";"302.42";"0";"4.64";"29";"c1ccc(C2CCCN3CCc4c([nH]c5ccccc45)C23)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL859830";"Inhibition of binding to human D1 receptor expressed in HEK 293 cells by functional calcium assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147728";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"10.0"
"CHEMBL380484";"";"None";"318.46";"1";"5.11";"5a";"CN1CCc2c([nH]c3ccccc23)CCCCC1c1ccccc1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL859834";"Inhibition of binding to human D1 receptor expressed in HEK 293 cells by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147728";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";""
"CHEMBL70565";"";"None";"249.31";"0";"1.94";"(+)-(4aR,10bR)-2";"CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@H]21";"Ki";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4731083";"Displacement of [3H]-SCH23390 from human D1 receptor expressed in HEK293 cells after 60 mins by microbeta counting based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4725442";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"TIME = 1.0 hr";"";"";"100.0"
"CHEMBL363124";"";"None";"357.46";"0";"3.48";"3";"c1ccc2c(N3CCN(CCc4ccc5[nH]nnc5c4)CC3)cccc2c1";"Ki";"'='";"5754.4";"nM";"5.24";"";"";"UO_0000065";"14.66";"0.27";"1.76";"10.91";"0";"CHEMBL838637";"Binding affinity against Dopamine receptor D1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137161";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"-5.24"
"CHEMBL608530";"";"None";"386.59";"0";"4.90";"4";"CN1CCCC[C@H]1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21";"Ki";"'='";"1963.0";"nM";"5.71";"";"";"UO_0000065";"14.76";"0.30";"0.81";"19.32";"0";"CHEMBL840058";"Binding affinity towards human D1 dopamine receptor was determined by using [3H]-SCH- 23390 as radioligand";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137093";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"1963.0"
"CHEMBL4063145";"";"None";"480.53";"0";"2.16";"9c";"O=C1COc2c(N3CCN(CCCCOc4ccn5ncc(/C=N/O)c5c4)CC3)ccc(O)c2N1";"Ki";"'='";"3800.0";"nM";"5.42";"";"";"UO_0000065";"11.28";"0.21";"3.26";"4.37";"0";"CHEMBL4046972";"Displacement of [3H]SCH23390 from human D1R expressed in HEK293T cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3706569";"";"";"";"3800.0"
"CHEMBL845";"N-DESMETHYLCLOZAPINE";"None";"312.80";"0";"3.38";"NDMC";"Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2";"Ki";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4816278";"Antagonist activity at human D1 receptor expressed in CHO cells assessed as inhibition of dopamine-induced calcium accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4813978";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"ANTAGONIST";"";"80.0"
"CHEMBL380464";"";"None";"301.82";"0";"3.67";"3i";"CN1CCc2ccccc2Cc2c(ccc(O)c2Cl)CC1";"Ki";"'='";"6.8";"nM";"8.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL861440";"Inhibition of D1 dopamine receptor in HEK 293 cells by intracellular calcium assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138197";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"6.8"
"CHEMBL5402269";"";"None";"462.38";"1";"5.09";"13a";"CCCOc1cc2c(cc1O)[C@@H]1Cc3c(Br)cc(O)c(OCCC)c3CN1CC2";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"16.65";"0.36";"2.61";"12.39";"0";"CHEMBL5335367";"Displacement of [3H]SCH-23390 from human dopamine D1 receptor assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331137";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"BINDING AGENT";"";"20.0"
"CHEMBL3344456";"";"None";"315.44";"0";"3.68";"23b";"CCc1cc2c(s1)C[C@H]1c3cc(O)c(OC)cc3CCN1C2";"Ki";"'='";"26.33";"nM";"7.58";"";"";"UO_0000065";"24.03";"0.47";"3.90";"23.18";"0";"CHEMBL3387734";"Displacement of [3H]SCH23390 from D1 receptor (unknown origin) transfected in HEK293T cells after 50 mins by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351714";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"CHEMBL3706569";"";"";"";"26.33"
"CHEMBL3344466";"";"None";"341.48";"0";"4.07";"23l";"COc1cc2c(cc1O)[C@@H]1Cc3sc(CC4CC4)cc3CN1CC2";"Ki";"'='";"66.21";"nM";"7.18";"";"";"UO_0000065";"21.02";"0.41";"3.11";"21.95";"0";"CHEMBL3387734";"Displacement of [3H]SCH23390 from D1 receptor (unknown origin) transfected in HEK293T cells after 50 mins by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351714";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"CHEMBL3706569";"";"";"";"66.21"
"CHEMBL321223";"";"None";"736.64";"2";"7.78";"21";"CN1CCc2cc(Br)c(O)cc2C(c2ccc(N/C(S)=N/c3ccc4c(c3)C(=O)OC43c4ccc(O)cc4Oc4cc(O)ccc43)cc2)C1";"Ki";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"10.58";"0.22";"0.02";"6.29";"0";"CHEMBL674897";"Binding affinity against dopamine receptor D1 by using [3H]-SCH- 23390 as radioligand in caudate-putamen of monkey";"B";"BAO_0000221";"tissue-based format";"Cercopithecidae";"CHEMBL3638267";"Caudate-putamen";"None";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125791";"1";"Scientific Literature";"J Med Chem";"1991";"None";"";"";"";"16.0"
"CHEMBL3325909";"";"None";"310.40";"0";"2.97";"14";"CC(=O)Nc1cc2c(cc1O)C(c1ccccc1)CN(C)CC2";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3364543";"Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK293 cell membranes by liquid scintillation counting based competition binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351966";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"1000.0"
"CHEMBL3325917";"";"None";"283.37";"0";"2.50";"18";"CN1CCc2cc(O)c(CO)cc2C(c2ccccc2)C1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3364543";"Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK293 cell membranes by liquid scintillation counting based competition binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351966";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"1000.0"
"CHEMBL3325923";"";"None";"294.35";"0";"2.74";"29";"CN1CCc2cc3oc(=O)[nH]c3cc2C(c2ccccc2)C1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3364543";"Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK293 cell membranes by liquid scintillation counting based competition binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351966";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"1000.0"
"CHEMBL3325926";"";"None";"376.50";"0";"3.20";"33";"CN1CCN(c2nc3cc4c(cc3o2)CCN(C)CC4c2ccccc2)CC1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3364543";"Displacement of [3H]SCH23390 from human dopamine D1 receptor expressed in HEK293 cell membranes by liquid scintillation counting based competition binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351966";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";"";"";"1000.0"
"CHEMBL216258";"";"None";"304.44";"0";"4.18";"3, LE-CE-560";"CN1CCCc2ccccc2Cc2[nH]c3ccccc3c2CC1";"Ki";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL912404";"Activity at human D1 dopamine receptor expressed in HEK293 cells by calcium fluorescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2056";"Dopamine D1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137400";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";"2.8"
