"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL95";"TACRINE";"4.0";"198.27";"0";"2.70";"THA";"Nc1c2c(nc3ccccc13)CCCC2";"Ki";"'='";"5800.0";"nM";"5.24";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL738522";"Binding affinity against mouse Muscarinic acetylcholine receptor M2 using heart tissue and [3H]N-methylscopolamine";"F";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125532";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"5.8"
"CHEMBL5315124";"LEVOFLOXACIN";"4.0";"740.76";"0";"1.54";"Levofloxacin";"C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909171";"DRUGMATRIX: Muscarinic M2 radioligand binding (ligand: [3H] N-Methylscopolamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL2031737";"";"None";"378.43";"0";"4.60";"12";"C[C@@H]1CCCN1CCc1cc2cc(C(=O)c3ccc([N+](=O)[O-])cc3)ccc2o1";"Ki";"'='";"681.0";"nM";"6.17";"";"";"UO_0000065";"16.30";"0.30";"1.57";"8.05";"0";"CHEMBL2033490";"Binding affinity to human recombinant M2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029214";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"681.0"
"CHEMBL82301";"VICRIVIROC";"3.0";"533.64";"1";"4.50";"30";"COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL745192";"Antagonistic activity against Muscarinic acetylcholine receptor M2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148299";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"10000.0"
"CHEMBL163887";"";"None";"542.70";"1";"3.51";"20";"CCNC(=O)N1CCC(N2CCN([C@@H](C)c3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)[C@H](C)C2)CC1";"Ki";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"15.85";"0.31";"5.09";"9.41";"0";"CHEMBL747482";"Binding affinity against human cloned Muscarinic acetylcholine receptor M2.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135227";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"2.5"
"CHEMBL335542";"";"None";"552.72";"2";"2.33";"3";"CN1CCC=C(c2nsnc2OCCOCCOCCOCCOc2nsnc2C2=CCCN(C)C2)C1";"Ki";"'='";"0.1259";"nM";"9.90";"";"";"UO_0000065";"17.91";"0.37";"7.57";"9.50";"0";"CHEMBL744477";"Compound was tested for binding inhibition of [3H](R)-QNB to Muscarinic acetylcholine receptor M2 expressed in A9 L cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"A9L";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145111";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"-9.9"
"CHEMBL353290";"";"None";"310.42";"0";"4.29";"10";"CC(C1=C(CCN(C)C)Cc2ccc(F)cc21)c1ccccn1";"Ki";"'='";"112.2";"nM";"6.95";"";"";"UO_0000065";"22.39";"0.41";"2.66";"43.09";"0";"CHEMBL744475";"Binding affinity towards cloned human muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]N-methylscopolamine";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136812";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307512";"";"";"";"-6.95"
"CHEMBL355769";"";"None";"320.48";"0";"4.93";"21";"CC(C1=C(CCN(C)C(C)C)Cc2ccccc21)c1ccccn1";"Ki";"'='";"144.54";"nM";"6.84";"";"";"UO_0000065";"21.34";"0.39";"1.91";"42.41";"0";"CHEMBL744475";"Binding affinity towards cloned human muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]N-methylscopolamine";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136812";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3307512";"";"";"";"-6.84"
"CHEMBL302809";"";"None";"380.48";"0";"3.29";"2l-j";"CC1(CCN)CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1";"Ki";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"17.55";"0.34";"3.39";"10.03";"0";"CHEMBL748896";"Binding affinity against human muscarinic acetylcholine receptor M2 in transfected CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136082";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";"";"";"";"210.0"
"CHEMBL68609";"";"None";"352.43";"0";"2.65";"2l-i";"CC1(N)CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1";"Ki";"'='";"640.0";"nM";"6.19";"";"";"UO_0000065";"17.57";"0.34";"3.54";"9.31";"0";"CHEMBL748896";"Binding affinity against human muscarinic acetylcholine receptor M2 in transfected CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136082";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";"";"";"";"640.0"
"CHEMBL2426673";"";"None";"485.63";"0";"4.41";"3f";"COc1ccc(CC(=O)N2CCC3(CC2)CN([C@H](c2ccc(-c4ncccn4)cc2)C(C)C)C3)nc1";"Ki";"'='";"912.01";"nM";"6.04";"";"";"UO_0000065";"12.44";"0.23";"1.63";"8.45";"0";"CHEMBL2428367";"Displacement of N-methyl [3H]-scopolamine from recombinant human muscarinic acetylcholine receptor M2 expressed in CHO cells after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424611";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3308072";"";"";"";"6.04"
"CHEMBL2426671";"";"None";"457.58";"0";"3.78";"3d";"COc1ccc(CC(=O)N2CCC3(CC2)CN(C(C)c2ccc(-c4ncccn4)cc2)C3)nc1";"Ki";"'='";"2398.83";"nM";"5.62";"";"";"UO_0000065";"12.28";"0.23";"1.84";"7.87";"0";"CHEMBL2428367";"Displacement of N-methyl [3H]-scopolamine from recombinant human muscarinic acetylcholine receptor M2 expressed in CHO cells after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2424611";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3308072";"";"";"";"5.62"
"CHEMBL90700";"";"None";"638.90";"1";"4.80";"14";"CCCS(=O)(=O)N1CCC(N2CCC(C3(c4ccc(S(=O)(=O)c5ccc6c(c5)OCO6)cc4)SCCS3)CC2)CC1";"Ki";"'='";"0.031";"nM";"10.51";"";"";"UO_0000065";"16.45";"0.35";"5.71";"11.27";"0";"CHEMBL745479";"Binding affinity at human cloned acetylcholine receptor M2 in CHO cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132840";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3308072";"";"";"";"0.031"
"CHEMBL233202";"";"None";"348.51";"0";"2.80";"8i";"CN(C)C1(CNCCC2=CCSCC2)COc2ccccc2OC1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"22.73";"0.45";"5.12";"23.48";"0";"CHEMBL891646";"Displacement of 1-[N-methyl- 3H]scopolamine from human muscarinic M2 receptor expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146348";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308860";"";"";"";"12.0"
"CHEMBL435158";"";"None";"340.47";"0";"2.93";"6h";"CN(CCc1ccccc1)CC1(N(C)C)COc2ccccc2OC1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL891646";"Displacement of 1-[N-methyl- 3H]scopolamine from human muscarinic M2 receptor expressed in Sf9 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146348";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308860";"";"";"";""
"CHEMBL517712";"ATROPINE";"4.0";"289.38";"0";"1.93";"ATROPINE";"CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2";"Ki";"'='";"2.512";"nM";"8.60";"";"";"UO_0000065";"29.72";"0.56";"6.67";"17.28";"0";"CHEMBL4605378";"Displacement of 4-(2-((1E,3E)-5-((E)-3,3-Dimethyl-1-(6-oxo-6-((2-(4-(4-(1-(2-oxo-2-(11-oxo-10,11-dihydro-5H-dibenzo[b,e][1,4]diazepin-5-yl)ethyl)piperidin-4-yl)butyl)piperazin-1-yl)ethyl)amino)hexyl)-5-sulfoindolin-2-ylidene)penta-1,3-dien-1-yl)-3,3-dimethyl-3H-indol-1-ium-1-yl)butane-1-sulfonate Bis(hydrotrifluoroacetate) fluorescent tracer from human muscarinic M2 receptor expressed in CHO-K9 cells by FACSCalibur flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602702";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"8.6"
"CHEMBL363895";"";"None";"487.42";"0";"4.00";"16";"C[C@@H]1OC(=O)[C@H]2C=C3CCCC[C@@H]3[C@@H]([C@@H]3CC4CCC(C)(C)[N+]4(C)O3)[C@@H]12.[I-]";"Ki";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"18.71";"0.35";"2.74";"18.98";"0";"CHEMBL875217";"In vitro inhibitory activity against cloned human M2 muscarinic receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137123";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"180.0"
"CHEMBL295388";"";"None";"462.64";"1";"5.14";"1";"CCN(CC)CCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1";"Ki";"'='";"0.3162";"nM";"9.50";"";"";"UO_0000065";"20.53";"0.38";"4.36";"17.00";"0";"CHEMBL4815610";"Displacement of [3H]-NMS from human muscarinic M2 receptor expressed in CHO cell membranes assessed as inhibition constant by radioligand competition analysis";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"CHO";"Cell membrane";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4813954";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"";"ANTAGONIST";"";"9.5"
"CHEMBL287671";"";"None";"368.48";"0";"4.55";"5j";"c1ccc(-c2ccc(N3CCN(Cc4c[nH]c5ncccc45)CC3)cc2)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL749202";"Binding affinity to cloned Muscarinic acetylcholine receptor M2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134077";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"10.0"
"CHEMBL443780";"";"None";"331.50";"0";"4.41";"2";"CCN(CC)CCOC(=O)C(C)(c1ccccc1)C1CCCCC1";"Ki";"'='";"23.4";"nM";"7.63";"";"";"UO_0000065";"23.02";"0.43";"3.22";"25.83";"0";"CHEMBL745195";"Antimuscarinic potency and subset specificity was characterised by its inhibition of the [3H]NMS Binding to Muscarinic acetylcholine receptor M2 subtype";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125426";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"23.4"
"CHEMBL353689";"";"None";"536.72";"1";"3.58";"13";"CCCS(=O)(=O)N1CCC(N2CCC(Oc3ccc(S(=O)(=O)c4ccc(OC)cc4)cc3)CC2)CC1";"Ki";"'='";"138.8";"nM";"6.86";"";"";"UO_0000065";"12.78";"0.26";"3.28";"7.36";"0";"CHEMBL748897";"Binding affinity towards Muscarinic acetylcholine receptor M2 stably expressed in CHO-K1 cells using [3H]-QNB as radioligand";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134751";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"CHEMBL3307512";"";"";"";"138.8"
"CHEMBL311795";"";"None";"503.61";"1";"4.87";"16";"Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1";"Ki";"'='";"575.0";"nM";"6.24";"";"";"UO_0000065";"12.39";"0.24";"1.37";"11.87";"0";"CHEMBL749203";"Binding affinity towards muscarinic receptor M2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136572";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"575.0"
"CHEMBL55698";"";"None";"345.53";"0";"4.42";"(Z) 4c";"C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](/C=C\[C@H]3CCC[C@H](C)N3C)[C@@H]12";"Ki";"'='";"1737.8";"nM";"5.76";"";"";"UO_0000065";"16.67";"0.31";"1.34";"19.50";"0";"CHEMBL746303";"Binding affinity against human muscarine receptor (hM2) cloned in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135177";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308072";"";"";"";"-5.76"
"CHEMBL569270";"";"None";"343.39";"0";"3.06";"11, FIMX";"CNc1cc(-c2csc(N(C)C(=O)c3ccc(F)cc3)n2)ncn1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3090312";"Binding affinity to human muscarinic M2 receptor by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3085643";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"10000.0"
"CHEMBL594801";"";"None";"315.20";"0";"0.89";"8";"CC1(C)COC[C@@H](C[N+](C)(C)C)O1.[I-]";"Ki";"'='";"18197.01";"nM";"4.74";"";"";"UO_0000065";"25.17";"0.50";"3.85";"25.68";"0";"CHEMBL1067395";"Displacement of [3H]NMS from human muscarinic M2 receptor expressed in CHO cells by microplate scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153096";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3308072";"";"";"";"4.74"
"CHEMBL58824";"";"None";"345.53";"0";"4.42";"(Z) 4a";"C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@H]3[C@H](/C=C\[C@H]3CCC[C@H](C)N3C)[C@@H]12";"Ki";"'='";"851.14";"nM";"6.07";"";"";"UO_0000065";"17.57";"0.33";"1.65";"20.55";"0";"CHEMBL746303";"Binding affinity against human muscarine receptor (hM2) cloned in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL211";"Muscarinic acetylcholine receptor M2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135177";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308072";"";"";"";"-6.07"
