"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1092765";"";"None";"328.46";"0";"4.69";"16d, (-)-S";"C[C@H](c1cccnc1F)c1c(CCN(C)C)sc2ccccc12";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1106978";"Displacement of [3H]N-methylscopolamine from human muscarinic M1 receptor expressed in CHO Flp-In cells after 90 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156278";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";"";"";"";"10.0"
"CHEMBL28833";"";"None";"334.47";"0";"3.84";"5i";"CCCc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL745690";"Binding affinity to cloned Muscarinic acetylcholine receptor M1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134077";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"10.0"
"CHEMBL284137";"";"None";"345.53";"0";"4.80";"4";"CCN(CC)CCCOC(=O)C(C)(c1ccccc1)C1CCCCC1";"Ki";"'='";"2.9";"nM";"8.54";"";"";"UO_0000065";"24.71";"0.47";"3.74";"28.90";"0";"CHEMBL744766";"Antimuscarinic potency and subset specificity was characterised by its inhibition of the [3H]NMS Binding to Muscarinic acetylcholine receptor M1 subtype";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125426";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"2.9"
"CHEMBL70531";"";"None";"374.51";"0";"2.19";"4";"CC(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CCN(CCO)CC1";"Ki";"'='";"77.0";"nM";"7.11";"";"";"UO_0000065";"18.99";"0.37";"4.92";"11.69";"0";"CHEMBL744774";"Binding affinity towards the cloned human Muscarinic acetylcholine receptor M1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132769";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"77.0"
"CHEMBL3545181";"TIOTROPIUM BROMIDE";"4.0";"490.44";"0";"2.35";"EUB0000928aBr";"C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12.O.[Br-]";"Ki";"'='";"4.409";"nM";"8.36";"";"";"UO_0000065";"21.29";"0.44";"6.01";"14.15";"0";"CHEMBL5442208";"PDSP Secondary Binding target: CHRM1 - Compounds are tested at 10 uM concentration, plate are incubated at room temperature in the dark for 90 minutes. Reaction are stopped by vacuum filtration onto 0.3% polyethyleneimine soaked filter mats using Filtermate harvester. Scintillation cocktail is then melted onto microwave-dried filters on a hot plate and the radio activity is counted in Microbia counter. Compounds showing a minimum of 50% inhibition at 10 uM concentration are carried forward in this secondary binding assay to determine equilibrium binding affinity.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5442175";"55";"EUbOPEN Chemogenomic Library";"";"2024";"None";"Radioligand: [3H]-QNB";"";"";"4.40939"
"CHEMBL359220";"";"None";"400.56";"0";"2.97";"2";"CC(C)=CCCN1CCC(NC(=O)[C@](O)(c2ccccc2)[C@H]2CC[C@H](O)C2)CC1";"Ki";"'='";"88.0";"nM";"7.06";"";"";"UO_0000065";"17.61";"0.33";"4.09";"9.69";"0";"CHEMBL744762";"Inhibition of [3H]NMS binding to human muscarinic acetylcholine receptor M1 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133569";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3308072";"";"";"";"88.0"
"CHEMBL559557";"";"None";"442.58";"1";"5.37";"9d";"CN(CCc1ccccc1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1";"Ki";"'='";"89.0";"nM";"7.05";"";"";"UO_0000065";"15.93";"0.29";"1.68";"29.01";"0";"CHEMBL1060928";"Displacement of [3H]N-methyl Scopolamine from human muscarinic M1 receptor expressed in CHO Flp-In cells by liquid scintillation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154013";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";"";"89.0"
"CHEMBL561489";"";"None";"416.50";"0";"4.12";"9a";"CN(c1ncccn1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1060928";"Displacement of [3H]N-methyl Scopolamine from human muscarinic M1 receptor expressed in CHO Flp-In cells by liquid scintillation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154013";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3308072";"";"";"";"10000.0"
"CHEMBL430587";"";"None";"343.51";"0";"3.87";"5b";"C[C@@H]1OC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3[C@@H](C#C[C@H]3CCC[C@H](C)N3C)[C@H]12";"Ki";"'='";"3235.94";"nM";"5.49";"";"";"UO_0000065";"15.98";"0.30";"1.62";"18.58";"0";"CHEMBL746302";"Binding affinity against human muscarine receptor (hM1) cloned in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135177";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"CHEMBL3308072";"";"";"";"-5.49"
"CHEMBL72219";"";"None";"367.92";"0";"4.05";"36";"CCN(CC)CCOCCOC(=O)C1(c2ccc(Cl)cc2)CCCC1";"Ki";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"19.37";"0.39";"3.07";"18.38";"0";"CHEMBL745744";"Binding affinity towards muscarinic m1 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127585";"1";"Scientific Literature";"J Med Chem";"1994";"None";"";"";"";"75.0"
"CHEMBL145608";"";"None";"209.31";"0";"1.66";"14";"OC1(c2cccs2)CN2CCC1CC2";"Ki";"'='";"11600.0";"nM";"4.94";"";"";"UO_0000065";"23.58";"0.48";"3.28";"21.03";"0";"CHEMBL747393";"Binding affinity for muscarinic acetylcholine receptor M1 by measuring displacement of [3H]QNB from guinea pig cerebral cortex";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3559724";"Cerebral cortex";"None";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128229";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"11600.0"
"CHEMBL69904";"";"None";"434.57";"0";"4.42";"2l-h";"O=C(N1CCC(CCN2CCCCC2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1";"Ki";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"13.17";"0.25";"1.30";"13.07";"0";"CHEMBL744769";"Binding affinity against human Muscarinic acetylcholine receptor M1 in transfected CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136082";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";"";"";"";"1900.0"
"CHEMBL280998";"CATECHOL";"None";"110.11";"0";"1.10";"CATECHOL";"Oc1ccccc1O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909170";"DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL245416";"L-MIMOSINE";"None";"198.18";"0";"-1.03";"mimosine";"N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909170";"DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL357200";"";"None";"259.37";"0";"2.81";"19";"OC1(c2cc3ccccc3s2)CN2CCC1CC2";"Ki";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"22.97";"0.45";"3.15";"25.39";"0";"CHEMBL747393";"Binding affinity for muscarinic acetylcholine receptor M1 by measuring displacement of [3H]QNB from guinea pig cerebral cortex";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3559724";"Cerebral cortex";"None";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128229";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"1100.0"
"CHEMBL6966";"VERAPAMIL";"4.0";"454.61";"1";"5.09";"VERAPAMIL";"COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909170";"DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL1321154";"ROXARSONE";"None";"263.04";"None";"None";"ROXARSONE";"O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909170";"DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL16080";"TRICHLOROETHANE";"4.0";"133.41";"0";"2.38";"TRICHLOROETHANE";"CC(Cl)(Cl)Cl";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909170";"DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL1539";"SULFADOXINE";"4.0";"310.34";"0";"0.88";"SULFADOXINE";"COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909170";"DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL1909055";"COBALTOUS CHLORIDE";"4.0";"129.84";"None";"None";"COBALT (II) CHLORIDE";"";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909170";"DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL85";"RISPERIDONE";"4.0";"410.49";"0";"3.59";"Risperidone";"Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2";"Ki";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"13.53";"0.25";"1.96";"8.65";"0";"CHEMBL992740";"Binding affinity to human cloned muscarinic M1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155799";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";"";"2800.0"
"CHEMBL372795";"STREPTOMYCIN";"4.0";"581.58";"3";"-8.16";"streptomycin";"CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909170";"DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL122";"ROFECOXIB";"4.0";"314.36";"0";"2.56";"ROFECOXIB";"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909170";"DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL203266";"TRIMETAZIDINE";"4.0";"266.34";"0";"1.12";"TRIMETAZIDINE";"COc1ccc(CN2CCNCC2)c(OC)c1OC";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909170";"DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL1504";"TRIAMCINOLONE ACETONIDE";"4.0";"434.50";"0";"2.42";"TRIAMCINOLONE ACETONIDE";"CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909170";"DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";"";""
"CHEMBL564226";"(S)-(+)-DIMETHINDENE";"None";"292.43";"0";"4.15";"1a";"C[C@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1";"Ki";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"29.48";"0.54";"4.47";"53.44";"0";"CHEMBL1051820";"Displacement of [3H]N-methylscopolamine from human muscarinic M1 receptor expressed in CHO Flp-In cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL216";"Muscarinic acetylcholine receptor M1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153519";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3308072";"";"";"";"2.4"
