"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL179721";"";"None";"362.48";"0";"3.36";"15";"Nc1ccc(C(=O)NCCN2CCC(c3cccc4[nH]ccc34)CC2)cc1";"Ki";"'='";"9.5";"nM";"8.02";"";"";"UO_0000065";"22.13";"0.41";"4.66";"10.82";"0";"CHEMBL828799";"Inhibition of [3H]prazosin binding to human adrenergic alpha-1A receptor expressed in CHO-K1 cell membranes";"B";"BAO_0000219";"cell-based format";"Bos taurus";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142661";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307512";"";"";"";"9.5"
"CHEMBL98241";"";"None";"423.48";"0";"3.32";"67 (SNAP-8719)";"C[C@H](CN1CCN(c2cc(F)c(F)cc2F)CC1)N1C(=O)CC2(CCCC2)CC1=O";"Ki";"'='";"294.0";"nM";"6.53";"";"";"UO_0000065";"15.42";"0.30";"3.21";"14.89";"0";"CHEMBL652818";"In vitro binding affinity at human Alpha-1A adrenergic receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145826";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"294.0"
"CHEMBL179334";"";"None";"608.74";"2";"6.43";"(-)-SNAP-5089, (4)";"CO/C(O)=C1\C(C)=NC(C)=C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1ccc([N+](=O)[O-])cc1";"Ki";"'='";"0.18";"nM";"9.74";"";"";"UO_0000065";"16.01";"0.30";"3.31";"8.31";"1";"CHEMBL827429";"Binding constant measured against Alpha-1A adrenergic receptor in human prostate; +++:highly active";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638250";"Prostate gland";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144284";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.18"
"CHEMBL282214";"";"None";"295.43";"0";"3.63";"SNAP-5036 (37)";"COc1ccc(CCNCC2CCc3ccccc3C2)cc1";"Ki";"'='";"4.4";"nM";"8.36";"";"";"UO_0000065";"28.29";"0.52";"4.73";"39.31";"0";"CHEMBL840159";"Binding constant measured against Alpha-1A adrenergic receptor in human prostate; ++:moderately active";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638250";"Prostate gland";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144284";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"4.4"
"CHEMBL359012";"";"None";"568.62";"1";"4.14";"51";"COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCC3(CC2)OCCc2ccccc23)C1c1ccc(F)c(F)c1";"Ki";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"17.06";"0.32";"5.56";"9.68";"0";"CHEMBL647055";"In vitro binding affinity against alpha-1A adrenergic receptor of human liver microsomes";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132477";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.2"
"CHEMBL357628";"";"None";"550.61";"1";"3.84";"73";"CCC1=C(C(N)=O)C(c2ccc(F)cc2F)N(C(=O)NCCCN2CCC(C#N)(c3ccccc3)CC2)C(=O)N1";"Ki";"'='";"0.7";"nM";"9.15";"";"";"UO_0000065";"16.63";"0.31";"5.31";"6.96";"0";"CHEMBL647055";"In vitro binding affinity against alpha-1A adrenergic receptor of human liver microsomes";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132477";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.7"
"CHEMBL356571";"";"None";"671.57";"2";"6.97";"57";"COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCC(c3ccc(Cl)cc3)(c3ccc(Cl)cc3)CC2)C1c1ccc(F)c(F)c1";"Ki";"'='";"6.9";"nM";"8.16";"";"";"UO_0000065";"12.15";"0.24";"1.19";"8.97";"0";"CHEMBL647055";"In vitro binding affinity against alpha-1A adrenergic receptor of human liver microsomes";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132477";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"6.9"
"CHEMBL2030624";"";"None";"247.34";"0";"2.83";"14";"COc1ccc(CN2C3CCC2CC3)cc1OC";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL2033356";"Inhibition of alpha1A adrenergic receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2029272";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";"";""
"CHEMBL123448";"";"None";"265.81";"0";"4.11";"SKF-106686";"CCc1sc2ccc(Cl)c3c2c1CN(C)CC3";"Ki";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"27.22";"0.58";"3.13";"223.35";"0";"CHEMBL647045";"Inhibition of [3H]prazosin binding to human Alpha-1A adrenergic receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128729";"1";"Scientific Literature";"J Med Chem";"1995";"CHEMBL3308072";"";"";"";"58.0"
"CHEMBL242725";"";"None";"448.53";"0";"2.90";"(+)-8";"COc1cc2nc(N3CCN(C(=O)c4ccccn4)[C@H]4CCCC[C@H]43)nc(N)c2cc1OC";"Ki";"'='";"48.98";"nM";"7.31";"";"";"UO_0000065";"16.30";"0.30";"4.41";"6.85";"0";"CHEMBL891166";"Displacement of [3H]prazosin from human adrenergic alpha-1a receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147165";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3308072";"";"";"";"-7.31"
"CHEMBL242508";"";"None";"467.53";"0";"3.10";"(+)-4";"COc1ccc(C(=O)N2CCN(c3nc(N)c4cc(OC)c(OC)cc4n3)[C@@H]3CCCC[C@@H]32)o1";"Ki";"'='";"27.54";"nM";"7.56";"";"";"UO_0000065";"16.17";"0.30";"4.46";"6.51";"0";"CHEMBL891166";"Displacement of [3H]prazosin from human adrenergic alpha-1a receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147165";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3308072";"";"";"";"-7.56"
"CHEMBL145459";"";"None";"526.58";"1";"4.46";"68";"COC(=O)C1=C(C)NC(=O)N(C(=O)NCCCN2CCC(c3ccccc3)CC2)C1c1ccc(F)c(F)c1";"Ki";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"18.42";"0.35";"5.24";"10.66";"0";"CHEMBL647055";"In vitro binding affinity against alpha-1A adrenergic receptor of human liver microsomes";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132477";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.2"
"CHEMBL424658";"";"None";"449.51";"0";"2.54";"11";"COc1cc2nc(N3CCN(C(=O)CCC(=O)c4ccccc4)CC3)nc(N)c2cc1OC";"Ki";"'='";"19.38";"nM";"7.71";"";"";"UO_0000065";"17.16";"0.32";"5.17";"6.96";"0";"CHEMBL644964";"The binding affinity towards Alpha-1C adrenergic receptor in the COS cell line.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"COS";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132568";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"19.38"
"CHEMBL136458";"";"None";"509.61";"1";"3.48";"18";"COc1cc2nc(N3CCN(C(=O)C(C)Oc4c(OC)cccc4C(C)C)CC3)nc(N)c2cc1OC";"Ki";"'='";"1112.8";"nM";"5.95";"";"";"UO_0000065";"11.68";"0.22";"2.47";"5.30";"0";"CHEMBL644964";"The binding affinity towards Alpha-1C adrenergic receptor in the COS cell line.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"COS";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132568";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"1112.8"
"CHEMBL299984";"";"None";"576.61";"1";"2.60";"13";"COC(=O)C1(c2ccccc2)CCN(CCCNC(=O)N2C(=O)NC3=C(C(=O)OC3)C2c2ccc3c(c2)OCO3)CC1";"Ki";"'='";"35.0";"nM";"7.46";"";"";"UO_0000065";"12.93";"0.24";"4.86";"5.49";"0";"CHEMBL647043";"Displacement of [3H]- prazosin from human recombinant Alpha-1A adrenergic receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"35.0"
"CHEMBL316100";"";"None";"497.52";"0";"3.41";"58";"N#CC1(c2ccc(F)cc2)CCN(CCCNC(=O)C2=CNC(=O)N[C@@H]2c2ccc(F)c(F)c2)CC1";"Ki";"'='";"0.17";"nM";"9.77";"";"";"UO_0000065";"19.64";"0.37";"6.36";"10.04";"0";"CHEMBL647052";"Evaluated for the ability to displace [125I]- HEAT from human cloned Alpha-1A adrenergic receptor stably expressed in CHO cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133772";"1";"Scientific Literature";"J Med Chem";"2000";"CHEMBL3308072";"";"";"";"0.17"
"CHEMBL274529";"";"None";"415.53";"0";"2.14";"11";"CC(C)Oc1ccccc1N1CCN(CC(=O)CC(=O)CN2CCCCC2=O)CC1";"Ki";"'='";"417.0";"nM";"6.38";"";"";"UO_0000065";"15.35";"0.29";"4.24";"9.09";"0";"CHEMBL652817";"Binding affinity for human Alpha-1A adrenergic receptor expressed in COS cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132880";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"417.0"
"CHEMBL137903";"";"None";"497.60";"0";"4.10";"13";"COc1cc2nc(N3CCN(C(=O)CC(c4ccccc4)c4ccccc4)CC3)nc(N)c2cc1OC";"Ki";"'='";"1.59";"nM";"8.80";"";"";"UO_0000065";"17.68";"0.32";"4.70";"9.38";"0";"CHEMBL644964";"The binding affinity towards Alpha-1C adrenergic receptor in the COS cell line.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"COS";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132568";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"1.59"
"CHEMBL89685";"";"None";"592.74";"2";"6.01";"18";"CC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1";"Ki";"'='";"1.175";"nM";"8.93";"";"";"UO_0000065";"15.07";"0.28";"2.92";"8.54";"0";"CHEMBL643758";"Binding affinity determined by displacement of [3H]prazosin from alpha-1A adrenergic receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131023";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"-8.93"
"CHEMBL49851";"";"None";"472.38";"0";"3.12";"6b";"Cn1nc(Cl)c2cn3nc(NCCN4CCN(c5ccccc5Cl)CC4)ccc3c2c1=O";"Ki";"'='";"5.93";"nM";"8.23";"";"";"UO_0000065";"17.42";"0.35";"5.11";"11.64";"0";"CHEMBL647825";"The compound was tested for binding affinity on [3H]- prazosin as specific ligand on Human cloned alpha-1A adrenergic receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132200";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3308072";"";"";"";"5.93"
"CHEMBL80132";"";"None";"357.46";"0";"1.33";"1n";"COc1ccccc1N1CCN(CCNc2cc(C)nn(C)c2=O)CC1";"Ki";"'='";"18.56";"nM";"7.73";"";"";"UO_0000065";"21.63";"0.41";"6.40";"12.34";"0";"CHEMBL816950";"Binding affinity towards human cloned alpha-1A-adrenoceptor using [3H]prazosin as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134534";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"18.56"
"CHEMBL1083182";"";"None";"421.56";"0";"4.70";"rac-16";"COc1ccccc1OCCNCC1CSC(c2ccccc2)(c2ccccc2)O1";"Ki";"'='";"20.89";"nM";"7.68";"";"";"UO_0000065";"18.22";"0.35";"2.98";"19.34";"0";"CHEMBL1100126";"Displacement of [3H]prazosin from human alpha1A adrenergic receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155434";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";"";"";"";"7.68"
"CHEMBL1086156";"";"None";"437.63";"1";"5.41";"rac-17";"COc1ccccc1OCCNCC1CSC(c2ccccc2)(c2ccccc2)S1";"Ki";"'='";"35.48";"nM";"7.45";"";"";"UO_0000065";"17.02";"0.34";"2.04";"24.43";"0";"CHEMBL1100126";"Displacement of [3H]prazosin from human alpha1A adrenergic receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155434";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";"";"";"";"7.45"
"CHEMBL5483012";"";"None";"645.20";"2";"5.59";"4";"COC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1.Cl";"Ki";"'='";"0.4";"nM";"9.40";"";"";"UO_0000065";"15.44";"0.29";"3.81";"8.26";"0";"CHEMBL873186";"In vitro binding affinity against Alpha-1A adrenergic receptor of human liver microsomes.";"B";"BAO_0000221";"tissue-based format";"None";"CHEMBL3559723";"Liver";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132476";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"0.4"
"CHEMBL256041";"";"None";"468.62";"0";"4.55";"cis-18";"CC(C)Oc1ccccc1N1CCN(C2CCC(NC(=O)NCc3cccc(F)c3)CC2)CC1";"Ki";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"16.98";"0.32";"3.41";"14.00";"0";"CHEMBL947045";"Displacement of [125I]HEAT from human recombinant adrenergic alpha1A receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143857";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"11.0"
"CHEMBL141322";"";"None";"567.68";"2";"5.56";"9";"COC(=O)C1=C(C)N=C(C)N(CCCCCN2CCC(C(=O)OC)(c3ccccc3)CC2)C1c1ccc(F)c(F)c1";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"15.85";"0.30";"3.44";"12.60";"0";"CHEMBL876765";"Binding affinity against Alpha-1A adrenergic receptor (recombinant human receptor) using [3H]prazosin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132111";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"1.0"
"CHEMBL295304";"";"None";"440.63";"1";"5.82";"9";"Cc1ccc(C(C(=O)NCCCN2CCC(c3ccccc3)CC2)c2ccc(C)cc2)cc1";"Ki";"'='";"8.8";"nM";"8.06";"";"";"UO_0000065";"18.28";"0.33";"2.24";"24.91";"0";"CHEMBL647046";"Inhibition of binding of [125I]HEAT to cloned human alpha-1A adrenergic receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133241";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"8.8"
"CHEMBL96467";"";"None";"475.51";"0";"4.97";"(+)SNAP-7915 (3)";"C[C@@H]1OC(=O)N(C(=O)NCCCN2CCC(c3ccc(F)cc3)CC2)[C@H]1c1ccc(F)c(F)c1";"Ki";"'='";"0.17";"nM";"9.77";"";"";"UO_0000065";"20.55";"0.39";"4.80";"15.79";"1";"CHEMBL827429";"Binding constant measured against Alpha-1A adrenergic receptor in human prostate; +++:highly active";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638250";"Prostate gland";"None";"None";"";"";"";"CHEMBL229";"Alpha-1a adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144284";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"0.17"
